1000917990_1455295486_1196_87156729@N00.jpg
174	270	188	273	28	1
120	198	135	199	28	2
263	212	276	211	28	2
173	169	184	166	28	2
57	64	69	64	28	1
222	285	235	282	28	1
211	90	223	91	28	1
201	34	211	34	28	2
123	41	133	42	28	2
71	29	81	31	28	1
163	105	176	108	28	1
254	83	265	81	28	1
265	143	277	141	28	1
1006149518_250f8036fc_1438_9284053@N07.jpg
690	210	708	206	51	1
482	226	500	226	51	1
852	198	872	196	28	2
400	170	418	170	28	2
224	206	242	204	28	1
310	214	328	214	28	1
566	220	584	222	28	1
388	242	410	244	28	1
132	210	150	212	28	1
1006385919_32ee460b33_1072_33758034@N00.jpg
271	203	281	203	5	1
206	249	217	248	5	1
246	251	257	251	5	1
160	209	171	208	5	1
43	205	53	204	5	2
174	129	183	129	5	2
332	220	343	220	5	1
393	203	403	203	5	1
253	137	262	136	5	2
281	142	289	141	5	2
146	148	158	151	5	2
306	213	316	217	5	2
1008219544_85e2461206_1136_55996889@N00.jpg
114	200	140	200	51	2
798	228	820	228	51	1
276	230	302	230	51	2
934	194	952	194	51	2
202	210	222	210	51	2
446	212	468	214	51	2
376	196	396	194	51	2
614	208	638	206	51	1
246	168	266	168	51	2
536	202	556	200	51	2
675	180	694	182	28	2
1008330848_15157eeace_1052_20647241@N00.jpg
136	151	146	152	28	2
88	139	98	142	28	2
434	126	444	126	28	2
293	97	302	97	28	2
156	115	165	115	28	2
319	114	328	112	28	2
378	124	388	124	28	2
353	107	362	107	28	2
194	152	203	151	28	1
239	151	249	152	28	1
281	140	290	138	28	1
262	121	270	120	28	1
214	119	223	118	28	2
191	100	200	100	28	2
1008334658_90f5f322b3_1070_20647241@N00.jpg
296	145	308	145	28	2
174	166	186	168	28	2
71	118	82	118	28	2
417	167	429	167	28	2
281	210	292	207	28	2
215	127	225	127	28	2
341	176	351	175	28	1
122	150	132	153	28	1
318	117	328	117	28	2
387	128	397	127	28	2
336	136	347	135	28	1
258	158	267	159	28	1
170	121	179	120	28	2
314	222	324	226	28	2
138	121	148	122	28	2
1008342398_68d804510e_1251_20647241@N00.jpg
201	105	213	105	28	2
350	202	363	201	28	2
121	97	133	96	51	1
212	195	225	195	28	1
59	98	72	98	28	1
309	110	320	109	28	1
281	176	292	175	28	1
353	98	364	97	28	1
254	108	263	108	28	1
326	74	337	74	28	2
280	93	290	92	28	1
1011125482_ef57fb935d_1347_37588142@N00.jpg
406	414	426	420	28	1
238	432	258	436	28	1
652	430	670	430	28	1
206	154	224	154	28	1
478	568	498	572	5	1
558	158	574	156	28	1
418	170	434	170	28	1
696	190	714	192	28	1
526	512	544	514	5	1
390	292	406	291	10	2
732	569	751	575	5	2
752	333	768	333	5	2
334	203	349	200	1	2
851	396	865	396	1	2
295	595	312	589	5	1
1016006894_c90d91ab04_1372_51035568773@N01.jpg
190	472	214	468	28	1
572	272	590	270	28	1
886	306	908	306	51	1
372	474	394	474	28	1
688	456	710	450	28	1
512	456	532	456	28	1
210	338	230	344	28	1
232	174	252	174	28	2
436	174	456	170	28	2
166	224	186	226	28	1
800	436	820	434	28	1
518	166	536	164	28	2
698	178	716	172	28	1
328	216	346	216	28	2
822	212	842	212	28	2
716	268	738	268	28	2
380	166	398	166	28	2
566	170	582	170	28	1
882	212	902	210	28	1
298	142	316	142	28	1
642	146	662	144	28	2
1017537957_b5176a737f_1319_92902415@N00.jpg
